,Unnamed: 0,copyright,creditline,createdate,division,period,totalpageviews,accessionyear,classification,primaryimageurl,style,commentary,technique,description,medium,title,accessionmethod,provenance,dated,department,dateend,people,url,century,objectnumber,labeltext,culture,objectid,dimensions
1256,56,,"Harvard Art Museums/Fogg Museum, Gift of Ann B. Goodman",2006-03-03T00:00:00-05:00,Modern and Contemporary Art,,52,2008.0,Prints,,,"The four prints (2008.48.1-4) are from Diebenkorn's 1978 portfolio Five Aquatints with Drypoint, published by Crown Point Press.  Diebenkorn began sporadically making prints in the early 60s, often turning to printmaking during breaks from painting, and became the first artist published by Crown Point Press.  Beginning with his 1977 portfolio of nine prints and continuing in this 1978 portfolio one sees Diebenkorn's movement away from representation to an interest in more formal, abstract compositions in his prints.  They are experimental in nature (Diebenkorn often reworked the plates by scraping, burnishing, and adding drypoint lines), and show an exploration of planar and linear relationships, textural variety of linear marks, and contrasts of tonal values.  Numbered in the order in which they were made, each print in this group can be viewed singularly.  However, they become even more powerful when studied as a series, as a relationship from one composition to the next becomes evident.",Aquatint,,Lift ground aquatint and drypoint on white wove paper,"#3, from Five Aquatints with Drypoint",Gift,,1978,Department of Prints,1978,"[{'role': 'Artist', 'birthplace': 'Portland, OR', 'gender': 'male', 'displaydate': '1922 - 1993', 'prefix': None, 'culture': 'American', 'displayname': 'Richard Diebenkorn', 'alphasort': 'Diebenkorn, Richard', 'name': 'Richard Diebenkorn', 'personid': 18131, 'deathplace': 'Berkeley, CA', 'displayorder': 1}, {'role': 'Printer', 'birthplace': None, 'gender': 'unknown', 'displaydate': None, 'prefix': None, 'culture': 'American', 'displayname': 'Lilah Toland', 'alphasort': 'Toland, Lilah', 'name': 'Lilah Toland', 'personid': 26508, 'deathplace': None, 'displayorder': 2}, {'role': 'Publisher', 'birthplace': None, 'gender': 'unknown', 'displaydate': None, 'prefix': None, 'culture': None, 'displayname': 'Crown Point Press', 'alphasort': 'Crown Point Press', 'name': 'Crown Point Press', 'personid': 45942, 'deathplace': None, 'displayorder': 3}]",https://www.harvardartmuseums.org/collections/object/6122,20th century,2008.48.3,,American,6122,"plate: 27.7 x 20 cm (10 7/8 x 7 7/8 in.)
sheet: 48 x 32.8 cm (18 7/8 x 12 15/16 in.)"
1640,40,,"Harvard Art Museums/Fogg Museum, Gift of May Sarton",2006-02-21T00:00:00-05:00,European and American Art,,69,1964.0,Drawings,https://nrs.harvard.edu/urn-3:HUAM:79674_dlvr,,"The drawing at the top depicts Le Trayas, a village on the French riviera between Cannes and St. Raphaël. Cross chose this spot also for the watercolor ""Rocks at Trayas"" (Musée d'Art et d'Histoire, Saint-Denis, France). In the drawing of Agay, close to the west of Le Trayas, the village's lighthouse can be recognized.",,,"Graphite, black ink and colored pencil on off-white wove paper",Views of Le Trayas and Agay; verso: blank page,Gift,"Marie Closset (pen name Jean Dominique), gift to May Sarton. given to May Sarton before Closset's death in 1952
May Sarton, gift to Fogg Art Museum, 1964.
",1897,Department of Drawings,1897,"[{'role': 'Artist', 'birthplace': 'Douai, France', 'gender': 'male', 'displaydate': '1856 - 1910', 'prefix': None, 'culture': 'French', 'displayname': 'Henri-Edmond Cross', 'alphasort': 'Cross, Henri-Edmond', 'name': 'Henri-Edmond Cross', 'personid': 34146, 'deathplace': 'Saint-Clair, France', 'displayorder': 1}]",https://www.harvardartmuseums.org/collections/object/6593,19th century,1964.15.3,,French,6593,16.2 x 12.3 cm (6 3/8 x 4 13/16 in.)
1641,41,,"Harvard Art Museums/Fogg Museum, Gift of May Sarton",2006-02-21T00:00:00-05:00,European and American Art,,52,1964.0,Drawings,https://nrs.harvard.edu/urn-3:HUAM:79672_dlvr,,"Inscriptions on the recto refer to the scene depicted, to contemporary politics, and to literature. 

The words ""Libre expansion...etc."" probably relate to the writings of the anarchist Jean Grave (1854-1939), whom Cross supported. The free development of the individual in society was one of Grave's concerns. A quote from the French-Swiss writer Madame de Staël's (Anne-Louise-Germaine Necker, Baroness de Staël-Holstein, 1766-1817) novel ""Delphine"" (1802) extends from recto to verso. For Napoleon this novel about the limits of women's freedom in an aristocratic society was controversial enough to exile the writer. 

Some of the inscriptions on the verso probably refer to the scene on the other side of the page (2 recto). At the bottom of the page Cross has written the title of the French edition of ""Sartor Resartus: The Life and Opinions of Herr Teufelsdrocke"" (1831) by the English writer Thomas Carlyle (1795-1881).",,,Graphite on off-white wove paper; verso: graphite,Mediterranean Landscape with Pine; verso: Inscription,Gift,"Marie Closset (pen name Jean Dominique), gift to May Sarton. given to May Sarton before Closset's death in 1952
May Sarton, gift to Fogg Art Museum, 1964.
",1897,Department of Drawings,1897,"[{'role': 'Artist', 'birthplace': 'Douai, France', 'gender': 'male', 'displaydate': '1856 - 1910', 'prefix': None, 'culture': 'French', 'displayname': 'Henri-Edmond Cross', 'alphasort': 'Cross, Henri-Edmond', 'name': 'Henri-Edmond Cross', 'personid': 34146, 'deathplace': 'Saint-Clair, France', 'displayorder': 1}]",https://www.harvardartmuseums.org/collections/object/6594,19th century,1964.15.2,,French,6594,16.2 x 12.3 cm (6 3/8 x 4 13/16 in.)
1883,83,© 2004 Glenn Ligon,"Harvard Art Museums/Fogg Museum, Margaret Fisher Fund",2005-11-17T00:00:00-05:00,Modern and Contemporary Art,,1899,2005.0,Prints,https://nrs.harvard.edu/urn-3:HUAM:DDC100507_dynmc,,"""Self-Portrait at Eleven Years Old"" is another example of Glenn Ligon using images and words of his cultural heroes to explore his own identity. The paper-pulp print depicts Stevie Wonder as pictured on his 1977 compilation album, ""Looking Back."" The musician looks very 1970s chic--wearing dark aviator glasses, a short, tight afro, and a wide-collared nylon shirt. Light sparkles from the corner of his glasses. 

The print was made at the papermaking studio, Dieu Donné. It is composed of a series of pulp-paper circles that are grouped together like giant Ben-Day dots. To make the image, Ligon made a drawing based on the album cover that was then printed on mylar. Stencils were cut from the mylar sheets and paper pulp was pushed through the cut-out circles onto a light blue sheet of paper. The raised circles of black and white paper pulp give the image a three-dimensional presence.",,,Cotton base sheet with stenciled pulp painting,Self-Portrait at Eleven Years Old,Purchase,"[Dieu Donné Paper Mill, Inc., New York, New York], sold; to Harvard University Art Museums, December 15, 2005.",2004,Department of Prints,2004,"[{'role': 'Artist', 'birthplace': 'Bronx, NY', 'gender': 'male', 'displaydate': 'born 1960', 'prefix': None, 'culture': 'American', 'displayname': 'Glenn Ligon', 'alphasort': 'Ligon, Glenn', 'name': 'Glenn Ligon', 'personid': 33623, 'deathplace': None, 'displayorder': 1}, {'role': 'Publisher', 'birthplace': None, 'gender': 'unknown', 'displaydate': None, 'prefix': None, 'culture': 'American', 'displayname': 'Dieu Donné Papermill', 'alphasort': 'Dieu Donné Papermill', 'name': 'Dieu Donné Papermill', 'personid': 26307, 'deathplace': None, 'displayorder': 2}]",https://www.harvardartmuseums.org/collections/object/6877,21st century,M26683,,American,6877,91.5 x 76.2 cm (36 x 30 in.)
1938,38,,"Harvard Art Museums/Fogg Museum, Gift of Ann B. Goodman",2006-03-01T00:00:00-05:00,Modern and Contemporary Art,,169,2008.0,Prints,,,"The four prints (2008.48.1-4) are from Diebenkorn's 1978 portfolio Five Aquatints with Drypoint, published by Crown Point Press.  Diebenkorn began sporadically making prints in the early 60s, often turning to printmaking during breaks from painting, and became the first artist published by Crown Point Press.  Beginning with his 1977 portfolio of nine prints and continuing in this 1978 portfolio one sees Diebenkorn's movement away from representation to an interest in more formal, abstract compositions in his prints.  They are experimental in nature (Diebenkorn often reworked the plates by scraping, burnishing, and adding drypoint lines), and show an exploration of planar and linear relationships, textural variety of linear marks, and contrasts of tonal values.  Numbered in the order in which they were made, each print in this group can be viewed singularly.  However, they become even more powerful when studied as a series, as a relationship from one composition to the next becomes evident.",Aquatint,,Lift ground aquatint with burnishing on white wove paper,"#1, from Five Aquatints with Drypoint",Gift,,1978,Department of Prints,1978,"[{'role': 'Artist', 'birthplace': 'Portland, OR', 'gender': 'male', 'displaydate': '1922 - 1993', 'prefix': None, 'culture': 'American', 'displayname': 'Richard Diebenkorn', 'alphasort': 'Diebenkorn, Richard', 'name': 'Richard Diebenkorn', 'personid': 18131, 'deathplace': 'Berkeley, CA', 'displayorder': 1}, {'role': 'Printer', 'birthplace': None, 'gender': 'unknown', 'displaydate': None, 'prefix': None, 'culture': 'American', 'displayname': 'Lilah Toland', 'alphasort': 'Toland, Lilah', 'name': 'Lilah Toland', 'personid': 26508, 'deathplace': None, 'displayorder': 2}, {'role': 'Publisher', 'birthplace': None, 'gender': 'unknown', 'displaydate': None, 'prefix': None, 'culture': None, 'displayname': 'Crown Point Press', 'alphasort': 'Crown Point Press', 'name': 'Crown Point Press', 'personid': 45942, 'deathplace': None, 'displayorder': 3}]",https://www.harvardartmuseums.org/collections/object/6933,20th century,2008.48.1,,American,6933,"plate: 27.6 x 19.6 cm (10 7/8 x 7 11/16 in.)
sheet: 47.8 x 32.9 cm (18 13/16 x 12 15/16 in.)"
1980,80,,"Harvard Art Museums/Fogg Museum, Gift of May Sarton",2006-02-21T00:00:00-05:00,European and American Art,,64,1964.0,Drawings,https://nrs.harvard.edu/urn-3:HUAM:79656_dlvr,,"The words that Cross ascribes to the French writer Anatole France (Jacques Anatole François Thibault, 1844-1924) refer to contemporary utopian ideas about a future society. Cross had affinity with these ideas. With others in the Neo-Impressionist circle like Signac, Pissarro, and Luce he supported the anarchism of Jean Grave (1854-1939) by providing illustrations for Grave's ""Les Temps nouveaux,"" which spread the ideas of Pierre Kropotkin (1842-1921). They dreamt of a so-called Golden Age that would become reality after the destruction of the bourgeois society. Cross visualised this golden age in paintings of sunbathed, harmonious gatherings at the waterside. 

Interestingly enough, Cross's friend the painter Paul Signac called the Brussels house that he moved into in 1897 the ""joyous house"" and the ""city of the future."" Signac and Cross spent much time together in 1897, so Cross's note might be directly related to his friend's remark.",,,Graphite on off-white wove paper,"Studies of a Landscape, a Female Head, and a Cellist; verso: blank page",Gift,"Marie Closset (pen name Jean Dominique), gift to May Sarton. given to May Sarton before Closset's death in 1952
May Sarton, gift to Fogg Art Museum, 1964.
",1897,Department of Drawings,1897,"[{'role': 'Artist', 'birthplace': 'Douai, France', 'gender': 'male', 'displaydate': '1856 - 1910', 'prefix': None, 'culture': 'French', 'displayname': 'Henri-Edmond Cross', 'alphasort': 'Cross, Henri-Edmond', 'name': 'Henri-Edmond Cross', 'personid': 34146, 'deathplace': 'Saint-Clair, France', 'displayorder': 1}]",https://www.harvardartmuseums.org/collections/object/6977,19th century,1964.15.16,,French,6977,16.3 x 12.1 cm (6 7/16 x 4 3/4 in.)
2060,60,,"Harvard Art Museums/Busch-Reisinger Museum, The Willy and Charlotte Reber Collection, Louise Haskell Daly Fund",2006-02-14T00:00:00-05:00,Modern and Contemporary Art,,50,1995.0,Multiples,,,"Edition of 120 plus XX included in ""Postcards 1968-1974,"" 1995.295.",Screen print,,Silkscreen on wood,Wood Postcard,Purchase,,1974,Busch-Reisinger Museum,1974,"[{'role': 'Artist', 'birthplace': 'Krefeld, Germany', 'gender': 'male', 'displaydate': '1921 - 1986', 'prefix': None, 'culture': 'German', 'displayname': 'Joseph Beuys', 'alphasort': 'Beuys, Joseph', 'name': 'Joseph Beuys', 'personid': 27839, 'deathplace': 'Düsseldorf, Germany', 'displayorder': 1}]",https://www.harvardartmuseums.org/collections/object/7063,20th century,1995.295.2,,German,7063,18 x 12.5 x 6 cm (7 1/16 x 4 15/16 x 2 3/8 in.)
2112,12,,"Harvard Art Museums/Fogg Museum, Gift of May Sarton",2006-02-14T00:00:00-05:00,European and American Art,,42,1964.0,Drawings,https://nrs.harvard.edu/urn-3:HUAM:79664_dlvr,,"The inscriptions refer to colors and to the location of the sketches: La Bocca and Juan-les-Pins, villages close to Cannes on the French Riviera, at the foot of the Estérel Mountains. 
The washed drawing is related to the painting ""Fishers at the Mediterranean Coast"" (Kröller-Müller Museum, Otterlo, The Netherlands; inv.nr. 72-19).",,,Watercolor and graphite on off-white wove paper,"Views near Juan-les-Pins, Estérel Mountains, La Bocca; verso: blank page",Gift,"Marie Closset (pen name Jean Dominique), gift to May Sarton. given to May Sarton before Closset's death in 1952
May Sarton, gift to Fogg Art Museum, 1964.
",1897,Department of Drawings,1897,"[{'role': 'Artist', 'birthplace': 'Douai, France', 'gender': 'male', 'displaydate': '1856 - 1910', 'prefix': None, 'culture': 'French', 'displayname': 'Henri-Edmond Cross', 'alphasort': 'Cross, Henri-Edmond', 'name': 'Henri-Edmond Cross', 'personid': 34146, 'deathplace': 'Saint-Clair, France', 'displayorder': 1}]",https://www.harvardartmuseums.org/collections/object/7118,19th century,1964.15.1,,French,7118,16.2 x 12.3 cm (6 3/8 x 4 13/16 in.)
2209,9,,"Harvard Art Museums/Fogg Museum, Gift of May Sarton",2006-02-21T00:00:00-05:00,European and American Art,,49,1964.0,Drawings,https://nrs.harvard.edu/urn-3:HUAM:79682_dlvr,,"Color notations like ""reddish"" helped Cross to remember the sensations he experienced sketching in nature. They could be helpful for working out a sketch in the studio in watercolor or oil.",,,"Colored pencil, graphite and black ink on off-white wove paper",Hilly Landscape with Pines; verso: blank page,Gift,"Marie Closset (pen name Jean Dominique), gift to May Sarton. given to May Sarton before Closset's death in 1952
May Sarton, gift to Fogg Art Museum, 1964.
",1897,Department of Drawings,1897,"[{'role': 'Artist', 'birthplace': 'Douai, France', 'gender': 'male', 'displaydate': '1856 - 1910', 'prefix': None, 'culture': 'French', 'displayname': 'Henri-Edmond Cross', 'alphasort': 'Cross, Henri-Edmond', 'name': 'Henri-Edmond Cross', 'personid': 34146, 'deathplace': 'Saint-Clair, France', 'displayorder': 1}]",https://www.harvardartmuseums.org/collections/object/7227,19th century,1964.15.7,,French,7227,12.3 x 16.2 cm (4 13/16 x 6 3/8 in.)
2240,40,,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of the Joint Expedition to Samaria, 1931-1933",2006-02-02T00:00:00-05:00,Asian and Mediterranean Art,Roman Imperial period,82,2016.0,Mosaics,https://nrs.harvard.edu/urn-3:HUAM:771549,,"The wave pattern is used as a border-motif in Roman mosaics to surround central figural or geometric panels. This panel was found in a room from the building adjacent to the Temple at Samaria (470N/650E) (1).

1. J. Crowfoot and K. Kenyon, The Buildings at Samaria (London, 1942) p. 135.
",,"Irregularly shaped mosaic fragment consisting of small white tesserae. A pattern of parallel and repeating waves runs the length of the panel in black tesserae (1).

1. AIEMA no. 190; R. and A. Ovadiah, Hellenistic, Roman and Early Byzantine Mosaic Pavements in Israel, (L’Erma di Bretschneider, 1987), p. 203 no. B7-8
",Stone tesserae,Fragment of mosaic with wave pattern,Gift,"Building Adjacent to the Temple at Samaria/Sebaste (470N/650E), excavated; by the Joint Expedition to Samaria (Harvard University, Palestine Exploration Fund, Hebrew University Jerusalem, British Academy, the British School of Archaeology in Jerusalem) (1931), dispersed; to Fogg Museum of Art, 1931.

NB: Excavated under the authority of the British Department of Antiquities, Jerusalem. Transferred to the Fogg Museum of Art in 1931 and accessioned in 2016.
",4th century CE,Department of Ancient and Byzantine Art & Numismatics,400,,https://www.harvardartmuseums.org/collections/object/7282,4th century CE,2016.54,,Roman,7282,67.3 cm h x 128.3 cm w x 3.8 cm d (26 1/2 x 50 1/2 x 1 1/2 in.)
2243,43,,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of the Joint Expedition to Samaria, 1931-1933",2006-02-02T00:00:00-05:00,Asian and Mediterranean Art,Roman Imperial period,163,2016.0,Mosaics,https://nrs.harvard.edu/urn-3:huam:LEG005436_dynmc,,"The lozenge-star-and-square pattern is one of the most frequently represented designs throughout the Mediterranean during the Roman Imperial period (1) with earliest examples found in the first century CE. Early instances of the pattern are monochromatic, white lozenges outlined with black borders and simple black filler designs (2). During the late second and early third century CE, the floors become more elaborate with polychromatic fillers such as those found in the lozenges of the Samarian pavement. In some second and third century pavements, the designs also exhibit an increased tendency towards illusionism with shading in the lozenges and the filling ornaments, as can be seen in an early third century CE pavement from the House of the Drinking Contest at Antioch (3).

This pavement was found in the north colonnade of the Stadium at Samaria (4).

1. For a general overview of the motif and comparisons see C. Kondoleon Domestic and Divine: Roman Mosaics in the House of Dionysos (Cornell University Press, 1995), 51-61.

2. See, for example, the mosaic at Kouklia, Cyprus, in C. Kondoleon, p. 54, fig. 26.

3. See Princeton University Art Museum inv. Y1965-216, in D. Levi,  Antioch Mosaic Pavements (Rome, 1947), 141-42, 393 pl. 101a; the influence of Antioch and other Syrian mosaic centers on the mosaics of Palestine can be seen at the site of Sepphoris, see discussion by R. Talgam and Z. Weiss, The Mosaics of the House of Dionysos at Sepphoris, QEDEM. 44 (2004).

4. J. Crowfoot and K. Kenyon, The Buildings at Samaria (London, 1942). p. 49.
",,"One of four panels from a large, square floor pavement with geometric design and inscription (2016.53.4). The overall geometric design consists of lozenges pieced together at the corners to create smaller squares (the ‘lozenge-star-and-square pattern’) which radiate around a larger, central square (1). The lozenges are delineated by black borders and filled alternately with yellow and orange tesserae. The four small squares contain geometric filling ornaments: two Solomon’s knots and two rainbow patterns. A large square in the center is filled with a four-petalled, white flower on an orange background. A triple border surrounds the central geometric panel and consists of a guilloche (braided ribbon) in shades of orange, black, and white; a crowstep pattern in black; and a plain black band (2). 

1. See a description of the motif in Catherine Balmelle. Le décor géométrique de la mosaïque romaine. Vol. 1. (Picard, 1985), 266-67 pl. 176.

2. AIEMA nos.194, 203, 205, Ruth and Asher Ovadiah, Hellenistic, Roman and Early Byzantine Mosaic Pavements in Israel, (L’Erma di Bretschneider, 1987), p. 202, no.B2; crowstep: AIEMA no.162, Ovadiah p. 201, no. A4",Stone tesserae,Mosaic with geometric design: fragment of geometric pattern (one of four fragments from a floor),Gift,"Stadium Building at Samaria/Sebaste, excavated; by the Joint Expedition to Samaria (Harvard University, Palestine Exploration Fund, Hebrew University Jerusalem, British Academy, the British School of Archaeology in Jerusalem) (1931), dispersed; to Fogg Museum of Art, 1931.

NB: Excavated under the authority of the British Department of Antiquities, Jerusalem. Transferred to the Fogg Museum of Art in 1931 and accessioned in 2016.
",2nd-3rd century CE,Department of Ancient and Byzantine Art & Numismatics,200,,https://www.harvardartmuseums.org/collections/object/7301,2nd-3rd century CE,2016.53.1,,Roman,7301,"48"" x 59.5"" (2016.53.1)

Overall approximate dimensions with companion piece (2016.53.2, 2016.53.3): 200 cm h x 200 cm w (78 3/4 x 78 3/4 in.)"
2244,44,,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of the Joint Expedition to Samaria, 1931-1933",2006-02-02T00:00:00-05:00,Asian and Mediterranean Art,Roman Imperial period,78,2016.0,Mosaics,https://nrs.harvard.edu/urn-3:huam:LEG005434_dynmc,,"The lozenge-star-and-square pattern is one of the most frequently represented designs throughout the Mediterranean during the Roman Imperial period (1) with earliest examples found in the first century CE. Early instances of the pattern are monochromatic, white lozenges outlined with black borders and simple black filler designs (2). During the late second and early third century CE, the floors become more elaborate with polychromatic fillers such as those found in the lozenges of the Samarian pavement. In some second and third century pavements, the designs also exhibit an increased tendency towards illusionism with shading in the lozenges and the filling ornaments, as can be seen in an early third century CE pavement from the House of the Drinking Contest at Antioch (3).

This pavement was found in the north colonnade of the Stadium at Samaria (4).

1. For a general overview of the motif and comparisons see C. Kondoleon Domestic and Divine: Roman Mosaics in the House of Dionysos (Cornell University Press, 1995), 51-61.

2. See, for example, the mosaic at Kouklia, Cyprus, in C. Kondoleon, p. 54, fig. 26.

3. See Princeton University Art Museum inv. Y1965-216, in D. Levi,  Antioch Mosaic Pavements (Rome, 1947), 141-42, 393 pl. 101a; the influence of Antioch and other Syrian mosaic centers on the mosaics of Palestine can be seen at the site of Sepphoris, see discussion by R. Talgam and Z. Weiss, The Mosaics of the House of Dionysos at Sepphoris, QEDEM. 44 (2004).

4. J. Crowfoot and K. Kenyon, The Buildings at Samaria (London, 1942). p. 49.
",,"One of four panels from a large, square floor pavement with geometric design and inscription (2016.53.4). The overall geometric design consists of lozenges pieced together at the corners to create smaller squares (the ‘lozenge-star-and-square pattern’) which radiate around a larger, central square (1). The lozenges are delineated by black borders and filled alternately with yellow and orange tesserae. The four small squares contain geometric filling ornaments: two Solomon’s knots and two rainbow patterns. A large square in the center is filled with a four-petalled, white flower on an orange background. A triple border surrounds the central geometric panel and consists of a guilloche (braided ribbon) in shades of orange, black, and white; a crowstep pattern in black; and a plain black band (2). 

1. See a description of the motif in Catherine Balmelle. Le décor géométrique de la mosaïque romaine. Vol. 1. (Picard, 1985), 266-67 pl. 176.

2. AIEMA nos.194, 203, 205, Ruth and Asher Ovadiah, Hellenistic, Roman and Early Byzantine Mosaic Pavements in Israel, (L’Erma di Bretschneider, 1987), p. 202, no.B2; crowstep: AIEMA no.162, Ovadiah p. 201, no. A4",Stone tesserae,Mosaic with geometric design: fragment of geometric pattern (two of four fragments from a floor),Gift,"Stadium Building at Samaria/Sebaste, excavated; by the Joint Expedition to Samaria (Harvard University, Palestine Exploration Fund, Hebrew University Jerusalem, British Academy, the British School of Archaeology in Jerusalem) (1931), dispersed; to Fogg Museum of Art, 1931.

NB: Excavated under the authority of the British Department of Antiquities, Jerusalem. Transferred to the Fogg Museum of Art in 1931 and accessioned in 2016.
",2nd-3rd century CE,Department of Ancient and Byzantine Art & Numismatics,200,,https://www.harvardartmuseums.org/collections/object/7302,2nd-3rd century CE,2016.53.2,,Roman Imperial,7302,"31.5"" x 31"" (2016.53.2)

Overall approximate dimensions with companion piece (2016.53.1, 2016.53.3): 200 cm h x 200 cm w x 6.4 cm d (78 3/4 x 78 3/4 in.)"
